Record_ID,Execution_Time_Minutes,Messages_Sent,Memory_Usage_MB,CPU_Utilization_Percent,Error_Count
AAI-00584,101.7,472,2876.8,70.9,0
AAI-00585,16.5,224,3142.1,18.7,1
AAI-00586,45.9,107,2201.8,25.3,0
AAI-00587,9.1,276,1819.9,45.9,0
AAI-00588,105.2,363,1856.4,56.3,0
AAI-00589,106.7,280,3160.7,13.0,0
AAI-00590,14.9,68,3070.0,71.8,0
AAI-00591,34.4,388,363.4,27.6,0
AAI-00592,86.7,300,242.5,40.9,1
AAI-00593,75.9,251,2413.6,16.3,0
AAI-00594,78.4,148,563.1,33.8,0
AAI-00595,69.3,180,702.8,40.9,0
AAI-00596,52.8,92,1043.2,47.2,1
AAI-00597,84.9,330,4029.1,90.4,0
AAI-00598,79.9,150,3456.8,73.1,0
AAI-00599,73.3,420,1309.0,28.5,0
AAI-00600,9.2,345,2036.8,41.0,1
AAI-00601,54.4,373,267.2,53.9,1
AAI-00602,98.8,112,2382.1,55.4,0
AAI-00603,43.1,162,1918.4,91.0,0
AAI-00604,22.6,40,2248.1,40.4,0
AAI-00605,57.5,467,1267.4,97.7,0
AAI-00606,76.5,209,749.3,83.4,0
AAI-00607,30.8,371,1194.8,59.4,0
AAI-00608,22.9,398,1140.7,48.5,0
AAI-00609,10.6,14,1976.7,62.2,0
AAI-00610,101.8,353,2722.4,92.1,0
AAI-00611,60.1,50,1729.8,98.4,1
AAI-00612,98.3,114,3546.7,12.3,0
AAI-00613,21.4,246,744.5,50.2,0
AAI-00614,33.7,312,1916.6,11.3,0
AAI-00615,119.8,268,1378.5,18.9,0
AAI-00616,71.2,59,1222.6,16.2,0
AAI-00617,64.8,208,1980.0,22.0,0
AAI-00618,41.8,251,2873.6,64.4,0
AAI-00619,51.1,88,841.5,28.7,0
AAI-00620,118.6,230,1155.7,88.0,0
AAI-00621,71.1,419,338.4,17.4,0
AAI-00622,15.7,23,2217.1,83.2,3
AAI-00623,115.6,201,1219.8,21.1,0
AAI-00624,23.0,153,192.5,74.6,0
AAI-00625,88.7,25,3463.1,88.8,0
AAI-00626,104.3,419,4084.0,46.4,0
AAI-00627,40.8,404,3451.3,25.5,1
AAI-00628,99.9,271,603.5,73.3,0
AAI-00629,55.0,273,2175.7,61.2,0
AAI-00630,87.9,351,3892.4,51.8,0
AAI-00631,54.7,209,3636.1,84.9,0
AAI-00632,14.4,184,2707.6,85.1,2
AAI-00633,113.7,290,2326.3,87.0,0
AAI-00634,83.4,301,2096.3,21.4,0
AAI-00635,9.0,287,4027.6,93.2,1
AAI-00636,85.6,403,1689.5,42.6,0
AAI-00637,55.9,203,411.4,78.5,0
AAI-00638,76.2,418,3669.1,65.3,0
AAI-00639,55.2,347,4010.1,50.4,3
AAI-00640,23.1,447,520.8,90.9,0
AAI-00641,91.1,134,1986.5,64.7,0
AAI-00642,15.2,157,2051.3,58.8,0
AAI-00643,57.4,160,3180.6,75.3,0
AAI-00644,14.7,107,1903.9,59.3,0
AAI-00645,62.6,350,894.6,68.9,0
AAI-00646,82.9,435,4058.4,65.2,2
AAI-00647,72.3,293,475.6,64.7,2
AAI-00648,65.2,307,2452.4,39.6,1
AAI-00649,28.8,373,221.2,69.5,0
AAI-00650,99.5,300,2827.4,68.8,4
AAI-00651,39.5,200,1805.9,45.4,0
AAI-00652,47.1,208,3255.4,20.5,0
AAI-00653,23.0,472,881.5,84.9,2
AAI-00654,31.0,396,3787.9,28.3,0
AAI-00655,109.0,463,894.5,35.8,1
AAI-00656,39.3,169,2858.2,51.5,3
AAI-00657,48.9,426,3425.5,97.6,1
AAI-00658,21.8,69,3635.8,38.2,0
AAI-00659,44.9,339,2225.9,51.3,0
AAI-00660,71.9,35,2762.7,44.3,3
AAI-00661,19.0,330,1686.3,33.6,0
AAI-00662,10.3,327,1406.0,93.0,2
AAI-00663,107.5,121,326.1,35.7,0
AAI-00664,56.1,236,3540.3,98.9,0
AAI-00665,45.2,159,159.7,82.4,0
AAI-00666,50.9,184,1158.9,96.0,0
AAI-00667,58.8,32,2551.8,93.1,0
AAI-00668,59.6,414,2053.8,18.6,0
AAI-00669,67.1,155,1118.4,59.3,0
AAI-00670,89.2,74,1986.3,55.3,2
AAI-00671,29.4,159,1187.6,83.7,3
AAI-00672,101.0,175,3314.4,56.3,0
AAI-00673,103.4,112,1107.8,33.2,1
AAI-00674,34.2,338,2757.1,94.9,1
AAI-00675,99.6,500,2226.2,39.9,0
AAI-00676,35.1,52,3146.6,53.0,1
AAI-00677,44.7,100,2749.6,50.3,0
AAI-00678,11.5,310,2745.8,22.3,3
AAI-00679,36.6,324,3529.5,30.6,1
AAI-00680,94.6,206,477.2,80.8,0
AAI-00681,14.9,90,1104.4,10.1,0
AAI-00682,103.3,321,671.6,28.6,0
AAI-00683,100.8,359,2778.0,50.5,0
AAI-00684,109.4,15,3770.2,70.8,0
AAI-00685,102.2,484,736.6,96.0,3
AAI-00686,107.7,228,3612.5,24.5,0
AAI-00687,44.8,147,2917.1,81.8,0
AAI-00688,119.7,435,1895.8,93.4,2
AAI-00689,82.2,238,2649.9,13.1,2
AAI-00690,44.9,74,1274.8,77.0,0
AAI-00691,43.5,375,1621.5,69.1,0
AAI-00692,37.2,136,3499.5,34.2,0
AAI-00693,68.5,388,2535.6,81.7,0
AAI-00694,108.7,364,3200.7,57.9,1
AAI-00695,12.4,494,3869.7,64.0,0
AAI-00696,20.2,298,2813.5,26.7,0
AAI-00697,50.9,29,4056.7,72.4,0
AAI-00698,77.1,460,1209.5,13.6,0
AAI-00699,40.0,498,2819.1,97.3,0
AAI-00700,93.7,459,165.3,33.7,1
AAI-00701,119.9,474,1870.1,50.0,1
AAI-00702,41.7,212,252.9,73.9,2
AAI-00703,82.0,135,1329.8,37.7,0
AAI-00704,92.9,18,3855.5,42.5,2
AAI-00705,29.1,384,593.8,13.3,0
AAI-00706,77.2,448,1097.5,78.9,0
AAI-00707,61.8,369,344.4,77.5,0
AAI-00708,59.9,37,1486.3,43.4,0
AAI-00709,84.0,459,3980.0,40.8,0
AAI-00710,43.2,493,2203.0,39.2,0
AAI-00711,68.1,495,3581.0,69.0,0
AAI-00712,109.6,102,2053.5,69.0,0
AAI-00713,36.5,318,1573.4,25.9,0
AAI-00714,98.6,76,357.2,22.6,1
AAI-00715,81.5,232,1972.8,75.9,0
AAI-00716,10.3,113,955.1,67.0,4
AAI-00717,51.9,370,3626.1,75.1,0
AAI-00718,41.5,196,1745.1,42.6,0
AAI-00719,95.1,369,210.0,48.5,0
AAI-00720,40.8,347,1887.9,36.4,0
AAI-00721,23.0,150,1853.5,13.0,0
AAI-00722,109.8,372,537.3,48.5,1
AAI-00723,49.5,32,4084.6,52.6,0
AAI-00724,100.5,387,3106.5,48.1,0
AAI-00725,92.6,109,1508.6,49.7,0
AAI-00726,39.6,227,3756.8,91.0,0
AAI-00727,108.4,66,3341.7,30.6,0
AAI-00728,117.4,27,2597.1,85.2,0
AAI-00729,52.6,291,3525.6,40.2,0
AAI-00730,116.4,140,3467.7,70.5,0
AAI-00731,27.4,478,341.6,88.6,0
AAI-00732,8.6,45,663.2,96.0,2
AAI-00733,70.7,380,1308.3,45.5,0
AAI-00734,38.5,258,2277.1,66.4,0
AAI-00735,39.3,318,373.6,48.7,0
AAI-00736,53.4,324,2114.4,90.9,0
AAI-00737,11.9,63,2732.2,36.4,0
AAI-00738,48.4,131,2118.2,69.7,0
AAI-00739,95.0,46,947.9,89.6,0
AAI-00740,95.0,268,1294.5,45.4,0
AAI-00741,20.4,25,1836.5,57.0,0
AAI-00742,13.3,376,2749.7,20.6,0
AAI-00743,22.3,324,1042.7,27.6,4
AAI-00744,106.5,303,4029.1,92.9,2
AAI-00745,94.0,122,3655.2,98.5,0
AAI-00746,114.9,443,668.1,78.7,1
AAI-00747,24.4,311,3693.5,61.0,1
AAI-00748,6.0,163,2242.0,32.8,0
AAI-00749,60.6,172,272.2,74.4,1
AAI-00750,55.6,438,1460.4,77.1,0
AAI-00751,20.8,52,2078.8,50.2,1
AAI-00752,46.3,206,3939.6,69.2,0
AAI-00753,9.3,494,2345.6,28.0,0
AAI-00754,17.6,32,2600.4,19.1,0
AAI-00755,15.9,198,352.7,67.6,0
AAI-00756,92.9,292,3975.0,92.6,0
AAI-00757,38.8,27,3497.3,95.9,0
AAI-00758,86.6,188,1738.7,31.0,1
AAI-00759,50.6,341,1891.6,21.2,0
AAI-00760,108.5,242,1306.1,17.8,0
AAI-00761,104.6,255,341.2,63.3,2
AAI-00762,58.0,471,3696.1,71.5,0
AAI-00763,70.5,338,806.8,62.7,0
AAI-00764,73.6,349,1072.4,76.1,0
AAI-00765,52.7,229,2281.0,13.3,1
AAI-00766,82.8,451,4028.6,54.4,1
AAI-00767,50.4,100,637.6,97.8,0
AAI-00768,60.5,228,1386.6,58.7,0
AAI-00769,24.8,200,228.7,34.8,0
AAI-00770,40.7,248,1508.8,91.2,0
AAI-00771,39.8,145,792.9,12.5,0
AAI-00772,11.4,221,976.5,47.7,1
AAI-00773,15.9,218,3808.6,95.8,1
AAI-00774,17.5,470,689.5,13.6,0
AAI-00775,25.5,367,2143.5,41.8,1
AAI-00776,43.1,361,2193.4,35.9,0
AAI-00777,67.4,480,3356.9,25.6,0
AAI-00778,109.2,35,1607.9,19.1,0
AAI-00779,17.2,74,3298.8,12.7,0
AAI-00780,111.2,188,1186.4,12.0,1
AAI-00781,68.2,55,1230.6,63.9,0
AAI-00782,85.7,95,845.6,34.5,1
AAI-00783,58.4,465,995.8,73.7,0
AAI-00784,43.9,481,3924.3,25.2,0
AAI-00785,89.4,133,2198.1,89.3,0
AAI-00786,67.2,374,3119.3,21.9,0
AAI-00787,66.3,410,2354.8,70.5,0
AAI-00788,106.7,268,3603.4,53.2,0
AAI-00789,9.0,105,1846.0,53.7,0
AAI-00790,45.4,350,2405.6,90.6,0
AAI-00791,71.7,149,1502.2,40.2,0
AAI-00792,6.8,300,878.5,50.1,1
AAI-00793,76.6,304,1733.1,92.3,0
AAI-00794,58.8,452,722.6,13.7,0
AAI-00795,25.3,457,835.6,75.6,0
AAI-00796,35.8,164,2771.2,68.2,0
AAI-00797,70.6,279,869.5,73.4,0
AAI-00798,28.7,162,1107.0,82.0,0
AAI-00799,47.3,348,2926.5,86.9,0
AAI-00800,14.1,384,1047.6,56.9,1
AAI-00801,78.5,41,1641.8,81.6,0
AAI-00802,50.2,23,3212.6,51.1,0
AAI-00803,62.7,135,2125.8,60.1,0
AAI-00804,117.7,262,3173.4,68.1,0
AAI-00805,60.9,369,3260.2,25.3,1
AAI-00806,46.2,417,1207.7,75.7,0
AAI-00807,16.8,455,1296.0,51.8,0
AAI-00808,10.5,343,276.1,75.9,0
AAI-00809,80.2,399,2783.7,41.9,0
AAI-00810,63.3,101,2240.2,32.4,0
AAI-00811,39.9,478,2660.2,81.4,0
AAI-00812,108.0,112,353.9,63.5,1
AAI-00813,73.2,49,943.9,86.7,0
AAI-00814,93.3,259,2360.5,82.4,3
AAI-00815,113.1,146,2312.6,63.7,1
AAI-00816,21.7,226,1421.8,51.5,1
AAI-00817,114.5,250,3996.0,45.3,2
AAI-00818,16.8,430,2481.0,31.9,0
AAI-00819,89.9,126,2307.7,77.2,2
AAI-00820,36.7,217,2941.8,31.6,1
AAI-00821,110.3,159,2828.2,39.3,3
AAI-00822,23.3,52,2059.1,76.4,1
AAI-00823,16.8,248,1768.8,91.0,1
AAI-00824,11.1,328,3278.1,13.8,0
AAI-00825,45.4,197,3898.4,50.5,0
AAI-00826,88.1,465,386.4,98.8,0
AAI-00827,39.9,191,4089.9,28.3,4
AAI-00828,109.6,154,2295.2,14.0,1
AAI-00829,79.0,499,1072.8,25.6,0
AAI-00830,9.5,257,2892.9,94.2,0
AAI-00831,43.5,50,4067.4,30.9,0
AAI-00832,113.9,113,3425.8,55.1,0
AAI-00833,28.0,309,2713.9,56.8,1
AAI-00834,51.3,440,3385.4,48.0,1
AAI-00835,114.4,205,3222.0,19.7,0
AAI-00836,45.4,472,1422.8,30.2,1
AAI-00837,109.5,319,2163.0,71.0,2
AAI-00838,72.9,26,777.5,90.4,0
AAI-00839,86.8,286,306.3,13.7,0
AAI-00840,112.5,242,1176.8,97.6,0
AAI-00841,81.2,46,2927.3,29.6,0
AAI-00842,6.6,175,2215.4,26.8,0
AAI-00843,99.1,433,3683.9,73.9,0
AAI-00844,74.5,52,4021.1,97.6,0
AAI-00845,27.9,216,3934.4,22.5,3
AAI-00846,39.4,191,3830.4,45.4,0
AAI-00847,94.7,171,1352.3,77.9,0
AAI-00848,75.7,408,1208.6,73.5,2
AAI-00849,89.9,51,1660.0,75.6,0
AAI-00850,30.0,388,2873.9,37.2,0
AAI-00851,14.5,323,3020.0,96.7,2
AAI-00852,28.6,484,3326.9,81.8,0
AAI-00853,7.0,206,3295.3,72.9,1
AAI-00854,58.7,309,2524.7,71.9,0
AAI-00855,59.4,490,3021.6,23.8,0
AAI-00856,114.8,213,3758.8,81.6,0
AAI-00857,40.9,348,166.4,54.7,0
AAI-00858,61.3,444,2933.4,26.8,0
AAI-00859,47.8,213,2532.7,42.9,0
AAI-00860,36.5,134,2042.1,73.0,0
AAI-00861,36.2,272,2265.3,26.2,2
AAI-00862,29.5,56,3979.0,18.4,0
AAI-00863,49.0,492,3248.0,70.3,1
AAI-00864,102.5,318,1349.2,25.4,2
AAI-00865,22.7,226,834.4,19.9,0
AAI-00866,55.1,444,3286.4,20.5,0
AAI-00867,72.9,328,2149.9,92.1,0
AAI-00868,22.2,188,2689.8,94.4,0
AAI-00869,44.2,84,3896.1,29.9,0
AAI-00870,51.2,14,2051.9,80.5,1
AAI-00871,110.0,420,3374.4,55.8,2
AAI-00872,87.7,69,1021.6,48.7,0
AAI-00873,7.4,357,2424.2,48.8,4
AAI-00874,41.5,263,600.4,47.2,3
AAI-00875,65.8,437,2077.7,38.6,0
AAI-00876,100.4,250,910.0,90.9,3
AAI-00877,54.4,360,3113.0,30.9,0
AAI-00878,32.0,328,2007.5,34.0,0
AAI-00879,68.1,441,3759.5,49.6,0
AAI-00880,100.1,362,776.3,66.9,0
AAI-00881,33.6,158,3492.0,94.9,0
AAI-00882,26.4,497,852.4,83.6,0
AAI-00883,119.1,164,2356.9,87.9,1
AAI-00884,71.5,31,3992.6,77.2,1
AAI-00885,108.4,268,1585.5,38.0,0
AAI-00886,32.5,145,2937.6,32.9,0
AAI-00887,115.7,290,2091.2,83.4,1
AAI-00888,38.8,134,314.6,98.3,0
AAI-00889,38.4,269,459.3,34.5,0
AAI-00890,85.1,497,702.2,88.7,0
AAI-00891,76.5,84,298.0,60.4,1
AAI-00892,10.3,173,2991.9,39.1,1
AAI-00893,62.0,123,3037.3,33.5,0
AAI-00894,100.9,204,1202.1,28.4,2
AAI-00895,117.0,305,3224.8,19.5,1
AAI-00896,82.7,148,1305.1,36.6,0
AAI-00897,115.1,465,852.4,23.9,0
AAI-00898,28.4,447,1256.6,86.1,2
AAI-00899,36.1,179,2919.7,87.0,2
AAI-00900,31.2,316,469.2,76.2,0
AAI-00901,34.8,197,3356.5,35.8,0
AAI-00902,119.3,20,1256.8,25.0,0
AAI-00903,28.0,406,2857.0,20.4,0
AAI-00904,104.4,55,667.0,68.6,0
AAI-00905,26.3,338,2889.9,48.1,1
AAI-00906,81.3,70,2878.0,45.9,0
AAI-00907,34.8,234,3726.5,49.1,3
AAI-00908,13.6,239,3878.6,43.9,4
AAI-00909,47.1,95,3285.7,27.3,0
AAI-00910,50.9,387,1374.6,70.8,0
AAI-00911,116.8,132,3178.8,93.1,2
AAI-00912,15.0,302,501.7,14.8,0
AAI-00913,109.1,224,1625.1,41.4,0
AAI-00914,77.3,246,3199.4,21.3,1
AAI-00915,74.8,339,3629.7,15.2,0
AAI-00916,55.6,85,1106.8,41.0,0
AAI-00917,92.9,122,1111.2,76.7,2
AAI-00918,55.0,173,941.4,65.5,0
AAI-00919,55.2,454,2742.4,32.4,0
AAI-00920,89.3,86,1600.1,54.8,0
AAI-00921,20.9,438,1554.4,82.5,3
AAI-00922,90.3,325,1539.5,50.3,0
AAI-00923,38.7,137,2979.8,77.6,0
AAI-00924,114.8,276,2268.9,37.9,0
AAI-00925,106.1,411,2222.2,46.4,0
AAI-00926,16.5,435,2353.8,76.9,0
AAI-00927,22.7,232,2328.0,27.2,0
AAI-00928,81.2,93,1211.0,93.6,4
AAI-00929,31.3,347,296.6,25.3,0
AAI-00930,82.2,75,3864.0,48.6,2
AAI-00931,28.5,245,675.9,33.2,0
AAI-00932,108.6,446,3063.2,93.8,0
AAI-00933,111.2,81,1935.3,39.2,0
AAI-00934,51.2,215,3548.5,89.4,0
AAI-00935,44.3,155,1395.6,85.4,0
AAI-00936,6.5,294,979.6,43.6,0
AAI-00937,119.1,95,2682.4,23.1,0
AAI-00938,98.5,104,1177.1,83.9,0
AAI-00939,14.8,289,247.3,77.4,0
AAI-00940,118.2,66,2693.5,72.8,0
AAI-00941,118.3,170,963.1,81.0,0
AAI-00942,24.5,397,1215.0,59.8,0
AAI-00943,49.4,219,141.2,19.3,0
AAI-00944,76.5,499,2783.1,65.2,0
AAI-00945,81.2,389,265.3,89.4,0
AAI-00946,117.2,232,1321.9,42.8,0
AAI-00947,94.5,48,1800.6,11.9,0
AAI-00948,102.0,41,3439.0,76.8,0
AAI-00949,55.2,206,2431.6,11.8,1
AAI-00950,50.0,479,1533.2,57.2,0
AAI-00951,103.7,256,3262.7,60.9,0
AAI-00952,42.2,178,257.1,63.9,0
AAI-00953,73.8,97,1338.1,29.3,0
AAI-00954,45.6,173,586.9,54.3,3
AAI-00955,98.5,264,2220.8,63.6,0
AAI-00956,63.9,154,3732.2,48.3,0
AAI-00957,95.7,349,1147.2,52.9,0
AAI-00958,56.8,448,2962.4,76.5,0
AAI-00959,56.3,185,3379.3,43.2,0
AAI-00960,49.9,260,764.5,61.1,0
AAI-00961,24.4,89,207.7,44.7,2
AAI-00962,29.8,469,2734.1,78.2,0
AAI-00963,71.0,358,2265.8,70.6,0
AAI-00964,12.9,147,1065.1,76.4,0
AAI-00965,98.9,103,3454.4,89.3,0
AAI-00966,72.0,394,3489.3,82.0,0
AAI-00967,38.3,430,400.1,67.4,1
AAI-00968,69.3,280,2519.0,50.9,0
AAI-00969,99.8,423,2746.1,11.7,0
AAI-00970,32.8,258,3828.3,94.3,0
AAI-00971,55.0,273,1606.7,42.7,0
AAI-00972,20.6,169,3975.4,97.3,1
AAI-00973,25.6,169,1223.9,62.9,0
AAI-00974,38.7,219,797.1,40.8,2
AAI-00975,67.4,477,3609.3,58.0,0
AAI-00976,57.6,362,128.0,74.6,0
AAI-00977,18.8,196,396.1,58.3,0
AAI-00978,45.5,306,947.8,39.9,0
AAI-00979,66.0,89,2793.4,16.8,0
AAI-00980,27.6,59,1317.9,72.7,0
AAI-00981,89.9,447,505.9,55.0,0
AAI-00982,76.7,343,1197.7,89.9,0
AAI-00983,94.6,380,1470.7,15.1,0
AAI-00984,42.5,311,419.8,21.7,0
AAI-00985,57.7,425,4007.1,68.9,0
AAI-00986,80.4,90,2042.2,17.3,0
AAI-00987,102.5,398,150.3,96.5,0
AAI-00988,17.1,48,3230.6,74.5,0
AAI-00989,36.4,118,530.7,36.5,0
AAI-00990,102.3,137,2558.5,77.9,1
AAI-00991,91.2,218,2155.6,83.7,1
AAI-00992,7.3,314,1184.6,28.0,0
AAI-00993,23.2,158,3356.1,18.0,0
AAI-00994,27.5,209,4005.9,12.7,2
AAI-00995,80.8,207,594.2,60.3,0
AAI-00996,50.0,388,1512.3,72.3,0
AAI-00997,78.4,267,1020.8,46.1,3
AAI-00998,70.3,20,1330.3,14.8,0
AAI-00999,72.2,322,251.6,47.4,0
AAI-01000,80.6,268,3482.1,47.9,0
AAI-01001,57.7,333,1653.7,79.3,0
AAI-01002,87.0,241,913.8,94.0,3
AAI-01003,93.4,116,1879.0,54.1,1
AAI-01004,48.6,155,3883.4,14.3,0
AAI-01005,30.5,142,3893.8,81.1,1
AAI-01006,91.6,326,1232.7,86.4,0
AAI-01007,100.5,147,1015.8,34.4,0
AAI-01008,101.1,272,1203.9,26.5,0
AAI-01009,28.0,107,2094.9,17.7,3
AAI-01010,73.1,39,2996.8,33.0,0
AAI-01011,35.4,202,3628.8,90.3,3
AAI-01012,44.5,280,636.0,13.6,3
AAI-01013,62.6,437,232.3,74.6,0
AAI-01014,96.9,211,1565.1,86.0,0
AAI-01015,81.0,325,921.7,70.8,2
AAI-01016,26.4,353,2670.9,23.5,0
AAI-01017,82.3,437,2942.3,29.4,0
AAI-01018,108.3,498,1686.1,87.1,3
AAI-01019,82.9,296,1611.5,16.4,0
AAI-01020,20.9,361,3740.9,71.5,0
AAI-01021,106.0,95,3630.6,43.2,3
AAI-01022,54.8,439,3973.6,33.2,0
AAI-01023,22.0,284,3119.0,97.5,0
AAI-01024,31.7,126,1797.5,93.7,0
AAI-01025,41.0,50,321.1,91.4,0
AAI-01026,99.1,165,1636.1,89.3,0
AAI-01027,48.9,214,748.8,81.8,0
AAI-01028,95.8,15,520.4,45.0,2
AAI-01029,95.5,309,1494.6,48.0,4
AAI-01030,48.3,196,1403.2,20.8,0
AAI-01031,107.7,259,1962.1,43.9,0
AAI-01032,25.7,450,1404.9,77.9,1
AAI-01033,55.7,18,624.3,33.4,0
AAI-01034,97.7,197,3389.8,95.4,0
AAI-01035,54.8,154,1394.1,64.2,2
AAI-01036,16.4,90,719.2,48.1,2
AAI-01037,43.9,20,910.9,85.1,0
AAI-01038,97.0,414,3086.6,83.6,1
AAI-01039,83.1,292,1087.4,23.9,0
AAI-01040,41.6,24,2348.5,87.6,1
AAI-01041,68.7,56,2550.3,32.3,0
AAI-01042,24.8,337,491.8,69.1,2
AAI-01043,85.5,166,1055.6,45.9,0
AAI-01044,91.5,27,3514.3,49.8,0
AAI-01045,16.3,116,1708.3,63.2,1
AAI-01046,85.8,396,3835.8,73.1,0
AAI-01047,43.1,52,4005.6,38.6,2
AAI-01048,92.2,52,1189.1,62.2,0
AAI-01049,50.6,258,2605.0,39.0,3
AAI-01050,116.9,442,1953.2,43.9,0
AAI-01051,99.3,57,2486.3,20.6,0
AAI-01052,86.7,121,1446.0,91.1,2
AAI-01053,25.0,292,1772.3,19.6,0
AAI-01054,82.1,338,2413.4,85.3,0
AAI-01055,41.7,445,2531.3,54.7,0
AAI-01056,70.6,169,1806.7,82.3,0
AAI-01057,85.9,250,3565.1,90.9,0
AAI-01058,41.0,295,1774.1,19.2,0
AAI-01059,52.7,28,1444.0,12.3,0
AAI-01060,64.8,409,709.0,94.4,0
AAI-01061,33.0,370,2416.2,28.8,0
AAI-01062,64.7,140,1780.5,54.7,1
AAI-01063,87.0,340,3608.5,58.5,0
AAI-01064,26.9,106,2325.6,60.6,0
AAI-01065,15.2,144,2126.8,11.0,0
AAI-01066,43.0,443,2705.1,56.2,0
AAI-01067,17.5,326,1443.9,23.1,0
AAI-01068,43.4,299,3057.4,23.2,0
AAI-01069,19.9,88,4093.3,70.8,0
AAI-01070,62.3,156,3949.2,95.2,0
AAI-01071,34.9,336,156.3,83.2,4
AAI-01072,93.7,140,2714.8,45.1,0
AAI-01073,25.9,368,3707.6,73.7,1
AAI-01074,112.6,395,2231.7,76.6,0
AAI-01075,113.5,54,603.6,70.7,0
AAI-01076,42.0,478,1231.8,55.8,0
AAI-01077,47.8,27,1645.3,63.5,0
AAI-01078,83.8,395,3989.1,61.2,0
AAI-01079,92.4,471,3958.4,48.3,0
AAI-01080,98.6,42,1325.1,14.0,0
AAI-01081,26.9,403,1415.7,27.5,2
AAI-01082,40.5,497,2540.9,29.6,1
AAI-01083,61.4,341,3077.1,10.6,0
AAI-01084,115.5,283,1199.9,70.3,0
AAI-01085,12.6,331,2000.5,50.6,3
AAI-01086,19.1,334,3100.1,73.9,0
AAI-01087,73.8,475,2127.5,49.9,0
AAI-01088,88.7,163,176.4,33.6,0
AAI-01089,113.7,52,2300.2,35.5,1
AAI-01090,108.0,166,2102.5,11.6,0
AAI-01091,70.4,164,1610.8,13.8,1
AAI-01092,48.3,348,3530.7,41.8,0
AAI-01093,117.5,369,3368.2,34.7,0
AAI-01094,9.3,158,2985.4,61.8,1
AAI-01095,99.4,318,3077.9,58.0,0
AAI-01096,67.7,303,2653.6,73.3,0
AAI-01097,112.0,126,2072.3,76.5,0
AAI-01098,30.4,346,3789.3,43.6,4
AAI-01099,15.8,462,2938.7,87.5,0
AAI-01100,16.8,173,2241.2,69.3,1
AAI-01101,12.6,264,2970.2,61.5,0
AAI-01102,31.0,362,2100.1,77.0,0
AAI-01103,63.4,345,736.8,95.3,1
AAI-01104,87.7,40,1608.5,23.8,1
AAI-01105,26.1,333,2783.1,90.5,0
AAI-01106,17.6,210,3148.6,72.2,3
AAI-01107,41.3,430,3309.3,42.4,0
AAI-01108,94.9,434,1611.8,82.0,3
AAI-01109,89.9,92,3532.7,65.5,0
AAI-01110,91.1,28,3535.7,12.2,0
AAI-01111,64.8,289,1687.6,72.5,0
AAI-01112,79.5,128,3506.7,58.9,0
AAI-01113,48.4,111,453.5,45.7,0
AAI-01114,118.8,372,1526.8,93.9,0
AAI-01115,54.4,430,1791.4,98.4,0
AAI-01116,33.9,209,4083.6,81.2,2
AAI-01117,96.6,12,1296.1,12.2,2
AAI-01118,80.1,271,2993.9,19.6,1
AAI-01119,36.8,129,1511.3,80.2,0
AAI-01120,15.4,453,3796.1,51.9,0
AAI-01121,78.4,443,3068.1,21.0,0
AAI-01122,99.2,117,3690.9,10.8,1
AAI-01123,94.3,57,997.8,33.2,0
AAI-01124,31.0,366,1098.3,42.6,0
AAI-01125,80.3,487,2732.5,56.7,0
AAI-01126,59.8,144,3838.5,24.8,0
AAI-01127,63.0,84,1160.4,76.2,0
AAI-01128,102.9,18,3021.2,53.1,0
AAI-01129,49.7,372,2065.1,53.8,0
AAI-01130,97.7,27,1725.6,97.9,0
AAI-01131,8.1,474,211.2,95.9,0
AAI-01132,57.6,437,1983.0,47.2,0
AAI-01133,25.5,233,3735.7,24.7,0
AAI-01134,23.8,144,887.7,93.8,0
AAI-01135,114.7,157,2899.9,50.8,0
AAI-01136,105.1,493,253.9,43.9,0
AAI-01137,46.5,80,773.1,51.8,4
AAI-01138,46.7,71,3721.5,14.6,0
AAI-01139,21.2,286,3476.5,85.4,1
AAI-01140,49.2,182,936.3,76.3,0
AAI-01141,35.6,39,3696.1,69.1,0
AAI-01142,39.0,193,773.4,23.6,0
AAI-01143,76.9,292,1231.8,13.2,2
AAI-01144,103.6,181,943.5,46.9,0
AAI-01145,32.9,175,2189.6,34.0,0
AAI-01146,6.3,251,3804.9,88.5,0
AAI-01147,97.0,127,1704.9,19.8,0
AAI-01148,58.0,442,1640.4,79.0,0
AAI-01149,49.4,79,1869.9,32.2,3
AAI-01150,33.0,170,3736.5,73.3,0
AAI-01151,112.8,422,150.3,34.0,0
AAI-01152,115.7,38,427.1,64.1,0
AAI-01153,78.7,294,1463.1,21.4,0
AAI-01154,8.0,436,4033.8,96.8,0
AAI-01155,36.3,242,3059.4,51.3,0
AAI-01156,7.3,68,1133.9,92.3,1
AAI-01157,18.7,394,2502.9,32.2,2
AAI-01158,71.9,346,1396.4,97.1,0
AAI-01159,93.0,497,2395.5,90.4,0
AAI-01160,8.4,322,963.8,43.4,0
AAI-01161,15.5,32,923.8,77.2,0
AAI-01162,26.7,288,683.5,76.0,0
AAI-01163,57.6,456,1336.4,72.2,4
AAI-01164,38.4,111,1703.2,78.4,0
AAI-01165,32.2,111,1557.1,93.7,0
AAI-01166,88.9,496,2541.8,81.3,1
AAI-01167,69.5,124,1921.3,87.7,0
AAI-01168,41.3,453,938.8,84.2,1
AAI-01169,60.6,40,1904.4,53.5,0
